insfraestructura	RT @chilectra: #CorteDeEnergía en Providencia
advertencias	RT @ChilenoDecision: RT MASIVO. Santiago no es Chile #lluviasantiago Río MAIPO a la altura de San Antonio en la región de Valparaiso https:…
insfraestructura	@ufinisterrae tio finis
advertencias	RT @Carabdechile: Precaución conductores. Evite transitar por Autopista Costanera Norte en sector de Providencia y Andrés Bello por desbord…
advertencias	RT @SEREMI_EDUC_V: En vivo @ucvradio Lunes clases normales. Se suspenden clases para las comunas de Algarrobo
advertencias	RT @ChilenoDecision: #lluviasantiago Santiago no es Chile!!!!!! Favor difundir!!!!! ahora en la sexta región https://t.co/xY835t5zl2
no_aplica	@JavierHair @benjapuente que aweonao jaja y como los atiendo si no hay agua ql
insfraestructura	RT @vitosx: Impactantes fotos de costanera center inundado #lluviasantiago https://t.co/a6ATABOLlT
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
insfraestructura	elepicentro: Esval anuncia corte de agua en El Tabo
otra_informacion	♫ Ministro de OOPP e intendente RM: desborde del Mapocho no debió haber ocurrido  https://t.co/ku4QztxYvq pi... https://t.co/H1YjdBNkin ♫
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx https://t.co/nDmVQucEIZ https:/…
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx https://t.co/nDmVQucEIZ https:/…
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx  https://t.co/nDmVQucEIZ https:…
otra_informacion	🔴📱 Minuto a Minuto y Señal EN VIVO de emergencia que se vive en la RM por temporal » https://t.co/Q5WWrOy6Yu  https://t.co/HLoPmCJp1U
otra_informacion	RT @T13: ⚠️ #AlertaT13 | Minuto a Minuto de emergencia por temporal en #Tele13 » https://t.co/6fsr2wCKpO https://t.co/RF5pndvqVi
insfraestructura	[Video] Así ingresó el agua a los estacionamientos del Costanera Center https://t.co/V3VsvxEeYh via elepicentro … https://t.co/Ix7ro3Ns07)
no_aplica	Que lluvia??? #ristretto 💪🏼☕️ https://t.co/n8tWwRdQzL #prefisic #preparacionfisica #motocross #mx #run… https://t.co/cmZRRJa78D
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx https://t.co/nDmVQucEIZ https:/…
no_aplica	Las Casitas del Barrio Alto - Victor Jara https://t.co/B70sLt0Jse vía @YouTube https://t.co/OG2QHnv3jj
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx  https://t.co/nDmVQucEIZ https:…
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
donaciones	Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx  https://t.co/nDmVQucEIZ https://t.co/O3BouUinRh
otra_informacion	⚠️ #AlertaT13 | Minuto a Minuto de emergencia por temporal en #Tele13 » https://t.co/6fsr2wCKpO https://t.co/RF5pndvqVi
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx https://t.co/nDmVQucEIZ https:/…
otra_informacion	La lluvia obliga a postergar el clásico universitario | https://t.co/uu0woneAHd https://t.co/VBnFiiuVtd
no_aplica	Gobierno confirma fecha de presentación de nuevos spots televisivos - Terra Chile https://t.co/Oy8odbPpqL | https://t.co/3POkNrkYIJ
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
insfraestructura	Paulmann y salida del Mapocho: “Fuimos los más sacrificados... https://t.co/4EY3IwHxHJ | https://t.co/as46aqD7e0 https://t.co/D4DXNjMS4i
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
insfraestructura	[Video] Así ingresó el agua a los estacionamientos del Costanera Center https://t.co/V3VsvxEeYh via elepicentro (… https://t.co/bUtBaFfYkL)
no_aplica	Animación ""La Previa Cristal | Chile vs Peru"" https://t.co/Jb7B9dhev1 https://t.co/Jb7B9dhev1
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
donaciones	RT @GobiernodeChile: Revisa los puntos de asistencia por corte de agua. Mapa►https://t.co/upfyw8RP0s  Listado► https://t.co/o8gRly13No http…
otra_informacion	RT @T13: ⚠️ #AlertaT13 | Minuto a Minuto de emergencia por temporal en #Tele13 » https://t.co/6fsr2wCKpO https://t.co/RF5pndvqVi
no_aplica	A pesar de la #lluviasantiago hay nueva fecha. Todos los detalles aquí https://t.co/7bmvVd6Pts  https://t.co/pk9vrhrgnm
insfraestructura	MetArmada_Valp: RT Emol: AHORA | Comuna de Maipú sufre desborde de canal Santa Marta https://t.co/h2Hrlik133 … https://t.co/U0bt4JiEGy)
no_aplica	duqkr12 : 🐧 @ Cerogrado Patinaje En Hielo https://t.co/vxoyIMDFn4 (via Twitter https://t.co/7LmMM8TZ2x) #santiago #chile #lascondes
donaciones	RT @GobiernodeChile: Revisa los puntos de asistencia por corte de agua. Mapa►https://t.co/upfyw8RP0s  Listado► https://t.co/o8gRly13No http…
donaciones	RT @GobiernodeChile: Revisa los puntos de asistencia por corte de agua. Mapa►https://t.co/upfyw8RP0s  Listado► https://t.co/o8gRly13No http…
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx https://t.co/nDmVQucEIZ https:/…
otra_informacion	RT @T13: ⚠️ #AlertaT13 | Minuto a Minuto de la emergencia en la Zona Centro en #Tele13 » https://t.co/HmUGFYMLPZ https://t.co/uwP57XY78i
otra_informacion	La lluvia obliga a postergar el clásico universitario | https://t.co/lDO9m2lysR https://t.co/zln7odLZGm
donaciones	RT @ElQuillayino: Atentos: Puntos de Apoyo con Agua Potable Municipal en #LaFlorida https://t.co/Eff5CowLVR https://t.co/fHnFlD6DjY
simpatia	[Video] Jugoso se tiró un piquero en el río Mapocho https://t.co/a4SIqJ1fYL (https://t.co/dIu5RAEP5l)
no_aplica	NOTA Y FOTOS https://t.co/Cq2EjFblCD https://t.co/VDz8Nrk9fE
insfraestructura	Paulmann e inundación en el Costanera Center: ""Hay que ver ... https://t.co/2eLsX1MWXP | https://t.co/G2oUBPwJgH https://t.co/kSmaIZtjNl
gente_afectada	RT @lffll: https://t.co/nFzfrckbv1 L e cortaron cuando comenzo a criticar al dueño de La Moneda y de muchos politicos. https://t.co/Q9xLzK0…
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx  https://t.co/nDmVQucEIZ https:…
otra_informacion	Paulmann sabe de desvíos
no_aplica	Héctor Tapia: “Curicó es un rival muy complicado” https://t.co/HP5Qo39k4m #PrimeraB #Tapia #Everton #DT #Chile https://t.co/KKKq2nTBIy
otra_informacion	Así ha informado la prensa internacional de las inundaciones en Chile https://t.co/NUqfmnIY8q via elepicentro … https://t.co/ie9Qhj4Me8)
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
insfraestructura	RT @copano: #EMERGENCIAENLACLAVE RT. No hay clases MAÑANA EN Santiago &gt; Detalles: https://t.co/mwMdD1aXRC https://t.co/0BqfMFd6gt EN VIVO
insfraestructura	RT @copano: LOS 38 SEMAFOROS APAGADOS EN SANTIAGO https://t.co/HxIOg0HYCk #EMERGENCIAENLACLAVE en https://t.co/0BqfMFd6gt  92.9 FM @Radiola…
donaciones	RT @GobiernodeChile: Revisa los puntos de asistencia por corte de agua. Mapa►https://t.co/upfyw8RP0s  Listado► https://t.co/o8gRly13No http…
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
otra_informacion	⚠️ #AlertaT13 | Minuto a Minuto de la emergencia en la zona central » https://t.co/HmUGFYMLPZ https://t.co/lKvFENeJkC
otra_informacion	RT @radio_lacentral: Impresentable. Si te lo perdiste ve el video de #HorstPaulmann por el #costaneracenter aquí https://t.co/eEiqgOLCdD ht…
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx https://t.co/nDmVQucEIZ https:/…
no_aplica	RT @teInforma_cl: Simona Castro consiguió su clasificación a los Juegos Olímpicos de #Rio2016 https://t.co/2Tudjwht4y https://t.co/qjSjuOvn…
donaciones	RT @GobiernodeChile: Revisa los puntos de asistencia por corte de agua. Mapa►https://t.co/upfyw8RP0s  Listado► https://t.co/o8gRly13No http…
donaciones	RT @GobiernodeChile: Ptos de abastecimiento alternativos por corte de agua: Mapa►https://t.co/upfyw8RP0s Listado► https://t.co/o8gRly13No h…
no_aplica	RT @Dazer_EE: Ve mi nuevo video #CityBank con @camileazy  https://t.co/kmfJUZsHZ4 LA - Santiago Link on… https://t.co/MZ78dQ9n2T
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
otra_informacion	RT canal_chile: Gobierno acusa a empresas Sacyr y Costanera por desborde de río Mapocho https://t.co/0DmlVZJxTx … https://t.co/6a8tc9HqV4)
advertencias	Acá va el detalle de comunas https://t.co/kZXOwTH98x https://t.co/4Boc3DxqcU
no_aplica	RT @jshflrz: duqkr12 : 🐧 @ Cerogrado Patinaje En Hielo https://t.co/vxoyIMDFn4 (via Twitter https://t.co/7LmMM8TZ2x) #santiago #chile #lasc…
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
donaciones	RT @GobiernodeChile: Ptos de abastecimiento alternativos por corte de agua: Mapa►https://t.co/upfyw8RP0s Listado► https://t.co/o8gRly13No h…
otra_informacion	La lluvia obliga a postergar el clásico universitario | https://t.co/uu0womWZPF https://t.co/zln7odLZGm
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx https://t.co/nDmVQucEIZ https:/…
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx  https://t.co/nDmVQucEIZ https:…
no_aplica	Amiga @colomba_roja 
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
otra_informacion	Sistema frontal ha dejado 70 mm de agua siendo que lo normal a la fecha es de 7 mm https://t.co/L2EP66OYBG https://t.co/oCLBoyMYm3
insfraestructura	elepicentro: [Video] Así ingresó el agua a los estacionamientos del Costanera Center https://t.co/V3VsvxEeYh #llu… https://t.co/psVi4GWsHq)
advertencias	RT @copano: AHORA: #EMERGENCIAENLACLAVE SE EXTIENDE EL CORTE DE AGUA. LOS DETALLES:  https://t.co/7UnzeKW8bq  https://t.co/0BqfMFd6gt
advertencias	RT @portalrrhh: Acá va el detalle de comunas https://t.co/kZXOwTH98x https://t.co/4Boc3DxqcU
otra_informacion	Claudio Orrego : Desborde del Mapocho es responsabilidad de Costanera Norte https://t.co/SEwDorgZqD vía @Revo3_0 https://t.co/Tqip7K2dkz
otra_informacion	RT @marielardilla: Hola. Fue durante el gobierno de Piñera. Saludos https://t.co/qKohj2G0n7 https://t.co/xhnaWsNrzd
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx  https://t.co/nDmVQucEIZ https:…
donaciones	RT @onemichile: Revisa los puntos de abastecimiento alternativos por corte de agua: https://t.co/Lvk4rzYlQx  https://t.co/nDmVQucEIZ https:…
gente_afectada	RT @canalVtv2: FAMILIAS DESPERTARON CON BARRO Y AGUA EN SUS CASAS https://t.co/PS3Io5rre3 https://t.co/Q3NDloJIOY
gente_afectada	Inundaciones dejan al menos 8 muertos y miles de damnificados en Chile y Uruguay https://t.co/ULIlNRsdgH (https://t.co/kTLuFBRAv4)
otra_informacion	Corte de Apelaciones de Santiago ayuda a Cencosud https://t.co/uZoHy8qVJ0 | https://t.co/QXLW6wLbpv https://t.co/1gnQaq0QrC
otra_informacion	Claudio Orrego : Desborde del Mapocho es responsabilidad de Costanera Norte https://t.co/SeXl9Uqvsc vía @Revo3_0 https://t.co/MkFo35j0SP
otra_informacion	Retweeted ConsejoCulturaValpo (@valpocultura):  ¡Atención! https://t.co/EBJTxqSMUE https://t.co/KRkv89MnAg
donaciones	#lluvias Conoce los Puntos de Apoyo con Agua Potable Municipal de @MuniLaFlorida https://t.co/bFnuhfRnPC  https://t.co/JlpeV9kQXQ
no_aplica	Mi Tweet más retwitteado https://t.co/HM87xZ7ZCm 3 RTs [últimas 24h] #TuitUtil https://t.co/L1MuQwBoMf
insfraestructura	Así quedó el estacionamiento del mall Costanera Center por desborde del Mapocho. FOTOS » https://t.co/Honv3FZxi3 https://t.co/ff3m1UOmgg
no_aplica	¡Ya tenemos nuevo seleccionado para los Juegos Olímpicos Rio 2016! #LluviaSantiago https://t.co/Q9tBQuLT6o
insfraestructura	⚠️ #AlertaT13 | Así luce la entrada poniente al túnel de Costanera Norte » https://t.co/6fsr2wCKpO Foto: @Orrego https://t.co/aSc1yFHC7q
insfraestructura	Suspendidas las clases mañana en Provincia de Santiago y comunas de San Bernardo
insfraestructura	RT @IntendenciaRM: Suspendidas las clases mañana en Provincia de Santiago y comunas de San Bernardo
insfraestructura	RT @EnriqueylaCTM: Desborde del río Mapocho inunda Providencia https://t.co/hko2xrMMr3 https://t.co/XkphtxAD60
simpatia	Intendente Claudio Orrego: ""Le pedimos a la ciudadanía que tenga comprensión""
gente_afectada	La lluvia ha significado 4 mm de personas sin agua
no_aplica	¡Ni la lluvia lo detuvo! #Yerko disparó con todo en @VertigoCanal13 😱 ¡MIRA! &gt; https://t.co/Lm1c13BF4n https://t.co/VoBYrXZFdb
insfraestructura	Intentan reencauzar aguas del Mapocho desde costanera Andrés Bello. Transmisión EN VIVO https://t.co/9ZtmEnZCxp https://t.co/vMJMD3Rocv
insfraestructura	Inundación completa de costanera norte y parte de costanera sur + Andrés Bello a la altura de Kennedy https://t.co/6mCvCk7pRL
no_aplica	RT @Rommy_Andrea: 😂😂 los amo https://t.co/5XbF6yxr0J
insfraestructura	Intendente Orrego por salida del Mapocho: Era 100 por ciento evitable
insfraestructura	@josefinareutter No
gente_afectada	Hay 4 millones de personas sin agua en Santiago https://t.co/9ZtmEnZCxp https://t.co/esULyOcCtT
insfraestructura	⚠️ #AlertaT13 | | Actualizan mapa de Aguas Andinas con zonas de corte de agua y puntos de abastecimiento » https://t.co/armiiJmVfN
donaciones	URGENTE: Están rescatando perros en río Maipo
insfraestructura	Aguas Andinas y Aguas Cordillera iniciarán proceso gradual de reposición de agua desde las 6:00 hrs. de este lunes https://t.co/PFa1CX7GSl
no_aplica	Así quedamos todos luego de ver las noticias por la #Lluviasantiago https://t.co/cWckFAIHZ1
insfraestructura	RT @presidencia_cl: Pdta. Bachelet informa que Aguas Andinas comenzará a reponer el suministro de agua de manera gradual desde las 6:00 am…
advertencias	Aguas Andinas comenzará a reponer el servicio de agua potable a las 6:00 hrs. de mañana https://t.co/A4AE5syQXt https://t.co/6CU0IwPems
insfraestructura	TEMPORAL: Conoce todos los puntos de abastecimiento de agua en Santiago AQUÍ 👉 https://t.co/omgIUwJR4u https://t.co/192NJQ1uWH
no_aplica	@ultraparry El agua siempre es potable
no_aplica	RT @vanirosenthal: Si suspenden las clases y las nanas no pueden llegar
insfraestructura	@Carabdechile Favor RT @Teletón Santiago suspende atenciones mañana lunes por corte agua. Se reagendarán horas
no_aplica	RT @Valepollarolo: Comentarios desafortunados y este. https://t.co/H0lcqpAY27
insfraestructura	RT @joc_friend: Hasta Plaza Italia está inundado. En edificios de alrededores del GAM hay ascensores con agua. https://t.co/H2Hdza2TLh
no_aplica	@Tragahumosfire @cbsantiago @G_Ascencio  Sr. Embajador
gente_afectada	RT @Tortelini69: @reddeemergencia comuna la florida calle jardín alto con Walter Martínez con un hilo de agua potable
insfraestructura	El interior del Costanera Center inundado por la lluvia https://t.co/fZWTtPuBZr https://t.co/fGH7hxqlbZ
insfraestructura	Esto en la mañana era un río
insfraestructura	Estas son las 35 comunas de la provincia de Santiago que no tendrán clases este lunes » https://t.co/e85exdbgrr https://t.co/YJ6t4hqKVg
otra_informacion	El lecho del río mapocho resiste 800 m3 /seg sin riesgo. No ha subido de 200. Los de autopista costanera norte hicieron un milagro.
insfraestructura	Bachelet: Los servicios funcionarán tanto en el rubro público como privado y garantizaremos agua para que funcionen. https://t.co/q5i1KQlve9
no_aplica	RT @undercovermane: qué publicidad más clever. https://t.co/4eMd2VGrqM
otra_informacion	Bachelet y desborde del Mapocho: Las responsabilidades se verán después de la investigación https://t.co/CZUge0LhhX https://t.co/XKqGMGFFGT
advertencias	Sintonice ahora Carabineros de Chile Radio 98.1 F.M. e infórmese sobre desvíos y regulaciones de tránsito ante frente de mal tiempo
no_aplica	El Jeep Renegade llegó a Chile https://t.co/cPIhjFSFXM https://t.co/S3g0eIOypg
advertencias	Corte de agua: Trabajadores que no cuenten con agua potable deben suspender sus funciones https://t.co/Gq50ETiPXs https://t.co/3MV0L48J8U
no_aplica	@floralaflor @SrDatos @TVN esa es la tragedia misma. Santiago no resiste
no_aplica	RT @MEMEWEBEO: GUSTAVO HASBÚN ESTÁ COMPLICADO CON LA INFORMACIÓN. RT. #lluviasantiago #FelizDomingo https://t.co/fkxyVgpmoj
insfraestructura	Esval: Suministro de agua potable es normal para el 97% de los clientes
advertencias	Ojo
no_aplica	RT @Eneatipo7: La NM culpa a Mario DESBORDES de RN
no_aplica	Gral Director recorre ""en terreno"" puntos críticos en Santiago. https://t.co/R9XMK4DCBr
insfraestructura	RT @mop_chile: Min.Undurraga: ""Hemos logrado reencauzar las aguas al Mapocho. A las 21 hrs evaluaremos si A.Bello se puede usar"" https://t.…
insfraestructura	RT @min_interior: VIDEO | Sobrevuelo del ministro Burgos por área de desborde del río Mapocho https://t.co/MPMoLmbvar
no_aplica	Esta #lluviasantiago es claramente castigo de Dios por elegir a una reina guachaca travesti #SociedadEnDecadencia #GobiernoAntiValores
insfraestructura	AHORA ministra del Trabajo @ximerincon recalca que SOLO las empresas con agua potable podrán funcionar https://t.co/vs4HX1VtYA
insfraestructura	RT @GobCordillera: Puntos de distribución de Agua de @aguas_andinas  en #PuenteAlto
otra_informacion	Sistema frontal ha dejado 70 mm de agua siendo que lo normal a la fecha es de 7 mm https://t.co/6QDzJDfLlj https://t.co/TaMTt5jxpB
no_aplica	@JotaRikardo Estimado
insfraestructura	[ACTUALIZADO] Ministerio entrega comunas de Santiago y regiones donde no habrá clases. ► https://t.co/cdxnPnwI60 https://t.co/4PgvSsKtcK
insfraestructura	RT @GobiernodeChile: Infórmate acá sobre los puntos de distribución de agua en la región Metropolitana → https://t.co/oo16Ee6qGc https://t.…
insfraestructura	38 semáforos apagados en Santiago. Favor manejar con precaución https://t.co/DGJJiZkcbj
insfraestructura	#ANenVivo Intendente @Orrego explica que colegios que no sean de la provincia de Santiago sí tienen clases  https://t.co/7vUKlxsTMH
insfraestructura	Intendente confirma suspensión de clases este lunes en la provincia de Santiago.  https://t.co/9ZtmEnZCxp https://t.co/4DbLqik1wo
advertencias	Se declara Alerta Temprana Preventiva para la Provincia de Parinacota por precipitaciones y tormentas eléctricas   https://t.co/cjEc2OTmMp
insfraestructura	#ANenVivo Gerente de Costanera Norte explica causas del desborde del Mapocho https://t.co/7vUKlxsTMH https://t.co/leJNKy6AAZ
advertencias	@masterboyfan si no hay agua potable no pueden funcionar las empresas
